step,loss,time_seconds
675,0.252010,46.17
676,0.267342,46.26
677,0.288686,46.34
678,0.201142,46.41
679,0.169883,46.48
680,0.223554,46.55
681,0.222329,46.61
682,0.226487,46.69
683,0.307003,46.76
684,0.159002,46.82
685,0.165317,46.86
686,0.124741,46.90
687,0.253334,46.98
688,0.193469,47.04
689,0.158639,47.11
690,0.219194,47.15
691,0.317303,47.20
692,0.144893,47.27
693,0.167062,47.33
694,0.265456,47.41
695,0.183391,47.49
696,0.245796,47.57
697,0.125243,47.61
698,0.266219,47.67
699,0.192300,47.74
700,0.150621,47.82
701,0.228409,47.90
702,0.241202,47.98
703,0.217493,48.09
704,0.182054,48.12
705,0.336971,48.21
706,0.256233,48.28
707,0.319422,48.37
708,0.167892,48.41
709,0.298259,48.46
710,0.178473,48.52
711,0.206956,48.60
712,0.195026,48.65
713,0.290544,48.73
714,0.209421,48.78
715,0.239427,48.85
716,0.198029,48.93
717,0.265585,49.01
718,0.221469,49.09
719,0.248725,49.16
720,0.198067,49.22
721,0.235515,49.27
722,0.275850,49.38
723,0.251930,49.46
724,0.170815,49.56
725,0.219301,49.64
726,0.194036,49.71
727,0.151943,49.82
728,0.142318,49.87
729,0.218010,49.97
730,0.259976,50.07
731,0.283242,50.14
732,0.167578,50.23
733,0.283682,50.33
734,0.204911,50.38
735,0.368234,50.47
736,0.314955,50.58
737,0.131711,50.63
738,0.210050,50.72
739,0.224580,50.81
740,0.160082,50.90
741,0.275190,50.96
742,0.075120,51.02
743,0.247246,51.15
744,0.210470,51.20
745,0.259270,51.26
746,0.295733,51.37
747,0.185639,51.40
748,0.250719,51.47
749,0.280142,51.57
750,0.066638,51.59
751,0.201737,51.65
752,0.301717,51.73
753,0.078875,51.77
754,0.161509,51.85
755,0.290062,51.94
756,0.284689,52.01
757,0.286665,52.10
758,0.302191,52.15
759,0.158110,52.23
760,0.297238,52.35
761,0.156706,52.41
762,0.166484,52.46
763,0.319353,52.51
764,0.207438,52.58
765,0.142462,52.65
766,0.232996,52.70
767,0.284905,52.79
768,0.132768,52.84
769,0.270074,52.91
770,0.190606,52.98
771,0.176436,53.07
772,0.274778,53.13
773,0.233638,53.20
774,0.174328,53.24
775,0.201010,53.30
776,0.170795,53.34
777,0.219997,53.43
778,0.254506,53.49
779,0.164958,53.53
780,0.205296,53.54
781,0.185483,53.61
782,0.350788,53.69
783,0.248988,53.78
784,0.087338,53.81
785,0.155810,53.86
786,0.292322,53.94
787,0.164344,53.99
788,0.168181,54.06
789,0.252055,54.13
790,0.081473,54.15
791,0.250680,54.22
792,0.153533,54.30
793,0.234362,54.37
794,0.244991,54.44
795,0.130324,54.48
796,0.393504,54.51
797,0.166381,54.56
798,0.270376,54.64
799,0.156887,54.69
