step,loss
478,0.200905
479,0.248868
480,0.216085
481,0.193946
482,0.323154
483,0.369088
484,0.273009
485,0.272202
486,0.192665
487,0.230056
488,0.246110
489,0.271808
490,0.180494
491,0.269609
492,0.161342
493,0.214734
494,0.222068
495,0.176261
496,0.323054
497,0.288493
498,0.333846
499,0.325496
500,0.174893
501,0.254917
502,0.234727
503,0.288176
504,0.102179
505,0.310810
506,0.230141
507,0.291436
508,0.202342
509,0.299330
510,0.333707
511,0.317899
512,0.297551
513,0.379500
514,0.204320
515,0.266490
516,0.341324
517,0.187285
518,0.201256
519,0.262131
520,0.218205
521,0.217491
522,0.162794
523,0.308865
524,0.084516
525,0.263196
526,0.234280
527,0.203817
528,0.327176
529,0.251045
530,0.292067
531,0.188784
532,0.387344
533,0.130872
534,0.209355
535,0.115153
536,0.272653
537,0.226640
538,0.231102
539,0.120537
540,0.379860
541,0.162203
542,0.242014
543,0.136777
544,0.189087
545,0.201185
546,0.256985
547,0.255741
548,0.066077
549,0.216009
550,0.192815
551,0.179973
552,0.158583
553,0.256191
554,0.123853
555,0.210241
556,0.083000
557,0.149401
558,0.140894
559,0.218174
560,0.216345
561,0.169331
562,0.214279
563,0.260305
564,0.153979
565,0.316797
566,0.236458
567,0.180460
568,0.234917
569,0.231146
570,0.274832
571,0.350423
572,0.293066
573,0.240146
574,0.189105
575,0.254889
576,0.098979
577,0.194128
578,0.170655
579,0.250712
580,0.382349
581,0.120055
582,0.199362
583,0.226720
584,0.090055
585,0.195924
586,0.081158
587,0.274826
588,0.387548
589,0.298405
590,0.318008
591,0.151774
592,0.285646
593,0.194072
594,0.251281
595,0.215964
596,0.178731
597,0.221289
598,0.312883
599,0.209440
600,0.243415
601,0.228960
602,0.146215
603,0.222020
604,0.279175
605,0.229555
606,0.330893
607,0.285037
608,0.200168
609,0.187190
610,0.262772
611,0.219318
612,0.237056
613,0.197358
614,0.211558
615,0.278974
616,0.229846
617,0.288740
618,0.138144
619,0.209360
620,0.155877
621,0.066316
622,0.166835
623,0.261225
624,0.245253
625,0.208968
626,0.158916
627,0.214368
628,0.298228
629,0.070498
630,0.160443
631,0.185697
632,0.217692
633,0.210192
634,0.181990
635,0.293658
636,0.145876
637,0.294525
638,0.231473
639,0.282028
640,0.234779
641,0.188870
642,0.093877
643,0.180390
644,0.253278
645,0.259194
646,0.178883
647,0.210189
648,0.168083
649,0.203703
650,0.172772
651,0.266903
652,0.186129
653,0.190498
654,0.184099
655,0.244487
656,0.165805
657,0.205461
658,0.157804
659,0.160764
660,0.170385
661,0.231656
662,0.179675
663,0.265606
664,0.215878
665,0.156205
666,0.102457
667,0.175124
668,0.137625
669,0.194911
670,0.186884
671,0.221058
672,0.109623
673,0.399011
674,0.185466
675,0.155386
676,0.191528
677,0.203019
678,0.187346
679,0.236261
680,0.179750
681,0.187088
682,0.155821
683,0.205395
684,0.226813
685,0.223005
686,0.120980
687,0.250991
688,0.281067
689,0.260907
690,0.168100
691,0.172451
692,0.158781
693,0.105610
694,0.188787
695,0.073956
696,0.131752
697,0.195778
698,0.257021
699,0.138244
700,0.145229
701,0.221295
702,0.271838
703,0.196014
704,0.219601
705,0.125345
706,0.256398
707,0.217377
708,0.187046
709,0.189092
710,0.192555
711,0.202693
712,0.077656
713,0.208699
714,0.242366
715,0.235121
716,0.272951
717,0.208311
718,0.251314
719,0.261194
720,0.269774
721,0.145029
722,0.242673
723,0.141623
724,0.143743
725,0.165997
726,0.141816
727,0.197328
728,0.244582
729,0.197088
730,0.187116
731,0.127487
732,0.253541
733,0.136224
734,0.222276
735,0.072292
736,0.073753
737,0.154399
738,0.122995
739,0.168522
740,0.145554
741,0.149521
742,0.160956
743,0.235131
744,0.190902
745,0.192024
746,0.126333
747,0.143607
748,0.117957
749,0.162215
750,0.286610
751,0.170803
752,0.234636
753,0.064454
754,0.118576
755,0.232242
756,0.305120
757,0.165159
758,0.198767
759,0.098309
760,0.178099
761,0.322437
762,0.236084
763,0.107532
764,0.153646
765,0.261208
766,0.132693
767,0.139568
768,0.144592
769,0.147841
770,0.135205
771,0.234020
772,0.300798
773,0.152541
774,0.275645
775,0.199386
776,0.175471
777,0.140032
778,0.118849
779,0.291160
780,0.258318
781,0.211564
782,0.116309
783,0.226154
784,0.138131
785,0.192322
786,0.169197
787,0.163681
788,0.275522
789,0.184722
790,0.222224
791,0.214723
792,0.267107
793,0.173176
794,0.101567
795,0.196324
796,0.214527
797,0.217462
798,0.086806
799,0.249890
