step,loss
256,0.680998
257,0.541080
258,0.668425
259,0.614375
260,0.493140
261,0.671782
262,0.603270
263,0.589870
264,0.639620
265,0.502072
266,0.478731
267,0.452780
268,0.703130
269,0.710094
270,0.488993
271,0.719483
272,0.492979
273,0.487067
274,0.679689
275,0.729266
276,0.470948
277,0.511029
278,0.583015
279,0.520466
280,0.556413
281,0.564271
282,0.479937
283,0.619279
284,1.092369
285,0.417157
286,0.473497
287,0.561038
288,0.861630
289,0.446900
290,0.675284
291,0.512701
292,0.559802
293,0.739313
294,0.481439
295,0.646492
296,0.635450
297,0.514789
298,0.917724
299,0.786992
300,0.424390
301,0.637894
302,0.491979
303,0.268898
304,0.454086
305,0.505954
306,0.527473
307,0.480272
308,0.592214
309,0.442971
310,0.553168
311,0.497056
312,0.485903
313,0.573797
314,0.438930
315,0.506033
316,0.555553
317,0.456436
318,0.503813
319,0.650383
320,0.562720
322,0.486462
323,0.403154
324,0.545310
325,0.529771
326,0.724294
327,0.454129
328,0.479891
329,0.305964
330,0.698700
331,0.477789
332,0.552662
333,0.383369
334,0.631827
335,0.441273
336,0.799022
337,0.505726
339,0.611179
340,0.477835
341,0.386455
342,0.445731
343,0.549670
344,0.773111
345,0.490121
346,0.534224
347,0.559180
348,0.702327
349,0.416802
350,0.426546
351,0.455894
352,0.305761
353,0.473544
354,0.453879
355,0.436237
356,0.879782
357,0.473929
358,0.538685
359,0.499918
360,0.347635
361,0.522533
362,0.414463
363,0.478026
364,0.415197
365,0.405682
366,0.610174
367,0.235223
368,0.511351
369,0.498980
370,0.369061
371,0.464649
372,0.554534
373,1.355409
374,0.581426
375,0.390414
376,0.385904
377,0.891357
378,0.593022
379,0.437325
380,0.485951
381,0.378742
382,0.478314
383,0.401604
384,0.454552
385,0.438171
386,0.525044
387,0.401942
388,0.388242
389,0.497391
390,0.405621
391,0.678480
392,0.594574
393,0.617470
394,0.582070
395,0.479544
396,0.511540
397,0.382340
398,0.433480
399,0.551301
400,0.444098
401,0.136605
402,0.501972
403,0.450828
404,0.423706
405,0.456088
406,0.480444
407,0.520794
408,0.806295
409,0.236719
410,0.533485
411,0.416541
412,0.549008
413,0.397279
414,0.412891
415,0.452739
416,0.358417
417,0.577280
418,0.544362
419,0.339658
420,1.137287
421,0.538531
422,0.499928
423,0.419410
424,0.440375
425,0.517141
426,0.438561
427,0.941686
428,0.415273
429,0.474299
430,0.423679
431,0.466263
432,0.510991
433,0.477188
434,0.555633
435,0.423832
436,0.381788
437,0.428874
438,0.454839
439,0.406699
440,0.477829
441,0.409125
442,0.488517
443,0.469189
444,0.571457
445,0.419910
446,0.415546
447,0.356125
448,0.479522
449,0.432138
450,0.390999
451,0.460156
452,0.327353
453,0.387596
454,0.794334
456,0.457617
457,0.385060
458,0.496189
459,0.430994
460,0.398431
461,0.472564
462,0.374084
463,0.522487
464,0.383739
465,0.425769
466,0.330695
467,0.415777
468,0.431450
469,0.417407
470,0.389063
471,1.054594
472,0.404964
473,0.332909
474,0.433804
475,0.411346
476,0.413115
477,0.327452
478,0.494688
479,0.349437
480,0.702058
481,0.347861
482,0.388668
483,0.450867
484,0.455996
485,0.260530
486,0.338502
487,0.564203
488,0.591293
489,0.405690
490,0.352169
491,0.393664
492,0.498347
493,0.521682
494,0.483234
495,0.320273
496,0.350761
497,0.505908
498,0.435601
499,0.387307
500,0.368944
501,0.426613
502,0.386193
503,0.402511
504,0.353237
505,0.499376
506,0.362682
507,0.392980
508,0.275806
509,0.588847
510,0.384315
512,0.450783
513,0.539972
514,0.367727
515,0.576732
516,0.378323
517,0.426488
518,0.461761
519,0.496573
520,0.402855
521,0.289581
522,0.359037
523,0.354920
524,0.412419
525,0.335312
526,0.360607
527,0.495001
528,0.414583
529,0.410236
530,0.377712
531,0.398030
532,0.461248
533,0.470627
534,0.269467
535,0.307937
536,0.375053
537,0.402374
538,0.379663
539,0.405505
540,0.455569
541,0.353403
542,0.328152
543,0.467717
544,0.321576
545,0.350836
546,0.576684
547,0.449759
548,0.397514
549,0.321069
550,0.356305
551,0.370935
552,0.306122
553,0.369632
554,0.450936
555,0.243565
556,0.404351
557,0.383644
559,0.349139
560,0.341868
561,0.302845
562,0.321119
563,0.378865
564,0.328160
565,0.356946
566,0.601573
567,0.444861
568,0.671199
569,0.389201
570,0.431275
571,0.553937
572,0.390373
573,0.393688
574,0.378141
575,0.476165
576,0.284937
577,0.381108
578,0.301219
579,0.300832
580,0.455407
581,0.401531
582,0.448125
583,0.420194
584,0.400079
585,0.375229
586,0.452798
587,0.436800
588,0.401471
589,0.430171
590,0.348457
591,0.423351
592,0.385420
593,0.527434
594,0.453538
595,0.372333
596,0.421026
597,0.296795
598,0.451018
599,0.405483
600,0.421017
601,0.337137
602,0.391026
603,0.337705
604,0.949713
605,0.351866
606,0.384288
607,0.348681
608,0.386288
609,0.452257
610,0.333622
611,0.400585
612,0.349570
613,0.371201
614,0.372860
615,0.333707
616,0.381895
617,0.411163
618,0.350754
619,0.600778
620,0.330537
621,0.411037
622,0.409975
623,0.606395
624,0.353307
625,0.378574
626,0.368671
627,0.421428
628,0.486907
629,0.371936
630,0.276750
631,0.357353
632,0.347636
633,0.350639
634,0.399080
635,0.422763
636,0.325872
637,0.349287
638,0.408057
639,0.446502
640,0.377334
641,0.331000
642,0.417354
643,0.322836
644,0.322972
645,0.311670
646,0.407642
647,0.189142
648,0.309190
649,0.422341
650,0.352403
651,0.314419
652,0.577419
653,0.278165
654,0.366992
655,0.392262
656,0.322500
657,0.245994
658,0.383315
659,0.378831
660,0.377401
661,0.532498
662,0.250038
663,0.473497
664,0.347806
665,0.393002
666,0.778240
667,0.299850
668,0.365315
669,0.264788
670,0.322144
671,0.423726
672,0.328342
673,0.348078
674,0.337144
675,0.490850
676,0.370361
677,0.307732
678,0.286353
679,0.382089
680,0.382363
681,0.364814
682,0.352745
683,0.376830
684,0.412732
685,0.488005
686,0.330873
687,0.405120
688,0.375312
689,0.502712
690,0.350812
691,0.336815
692,0.388552
693,0.452005
694,0.363382
695,0.362951
696,0.355334
697,0.376982
698,0.321560
699,0.319876
700,0.330608
701,0.282295
702,0.316161
703,0.324970
704,0.348505
705,0.318648
706,0.350159
707,0.340168
708,0.386541
709,0.254793
710,0.285957
711,0.345051
712,0.329063
713,0.378128
714,0.255891
715,0.335871
716,0.294577
717,0.381090
718,0.362063
719,0.361126
720,0.326413
721,0.342422
722,0.248365
723,0.321739
724,0.209965
725,0.274970
726,0.665083
727,0.314232
728,0.367946
729,0.312694
730,0.404182
731,0.360452
732,0.348519
733,0.388747
734,0.357535
735,0.308497
736,0.379685
737,0.318668
738,0.324850
739,0.366864
740,0.372599
741,0.313718
742,0.353196
743,0.367152
744,0.660629
745,0.365077
746,0.340344
747,0.360608
748,0.310963
749,0.406015
751,0.427309
752,0.371267
753,0.345819
754,0.330461
755,0.394150
756,0.314388
757,0.235310
759,0.316326
760,0.316557
761,0.390257
762,0.347539
763,0.448257
764,0.241407
765,0.332543
766,0.331073
767,0.322307
768,0.373708
769,0.284972
770,0.353882
771,0.358348
772,0.355225
773,0.373500
774,0.320385
775,0.408176
776,0.365008
777,0.295078
778,0.351638
779,0.366725
780,0.285526
781,0.337730
782,0.357068
783,0.473960
784,0.323502
785,0.385529
786,0.431772
787,0.286173
788,0.371830
789,0.300615
790,0.236333
791,0.376144
792,0.334605
793,0.389259
794,0.322689
795,0.313235
796,0.308566
797,0.319135
798,0.300407
799,0.355276
800,0.303448
801,0.225645
802,0.363474
803,0.305102
804,0.324710
805,0.352590
806,0.311453
807,0.304124
808,0.363530
809,0.313742
810,0.253564
811,0.339480
812,0.263136
813,0.356577
814,0.336714
815,0.267577
816,0.357120
817,0.289194
818,0.339503
819,0.321307
820,0.364568
821,0.354323
822,0.317792
823,0.391722
824,0.406966
825,0.335181
826,0.358415
827,0.386799
828,0.294332
829,0.298630
830,0.241687
831,0.233500
832,0.315957
833,0.309433
834,0.360103
835,0.252798
836,0.268780
837,0.277062
838,0.412431
839,0.311377
840,0.166319
841,0.338472
842,0.350004
843,0.309321
844,0.224969
845,0.265401
846,0.272107
847,0.318211
848,0.507721
849,0.298719
850,0.348166
851,0.358671
852,0.329998
853,0.282153
854,0.323143
855,0.276865
856,0.307006
857,0.340764
858,0.271733
859,0.322316
860,0.224866
861,0.283462
862,0.169383
863,0.346769
864,0.290724
865,0.668907
866,0.330164
867,0.661300
868,0.337313
869,0.359276
870,0.285765
871,0.348340
872,0.382810
873,0.345121
874,0.370076
875,0.337652
876,0.381937
877,0.480840
878,0.306824
879,0.361292
880,0.336380
881,0.302845
882,0.354591
883,0.327787
884,0.387820
885,0.312863
886,0.434416
887,0.325696
888,0.278933
889,0.353966
890,0.611198
891,0.275457
892,0.305166
893,0.765453
894,0.384012
895,0.331554
896,0.296747
897,0.383049
898,0.251646
899,0.348799
900,0.370350
901,0.316203
902,0.312680
903,0.425349
904,0.338324
905,0.369649
906,0.316424
907,0.434224
908,0.380501
909,0.280515
910,0.365190
911,0.346926
912,0.278713
913,0.397816
914,0.388015
915,0.389855
916,0.396987
917,0.452961
918,0.301443
919,0.401743
920,0.298982
921,0.332845
922,0.426582
923,0.308492
924,0.310563
925,0.492387
926,0.643661
927,0.460344
928,0.271841
929,0.431272
930,0.328344
931,0.441378
932,0.325490
933,0.333369
934,0.341352
935,0.330642
936,0.379227
937,0.352612
938,0.362911
939,0.398935
940,0.322777
941,0.241404
942,0.546088
943,0.502299
944,0.372520
945,0.331823
946,0.322789
947,0.361847
948,0.328434
949,0.355980
950,0.318147
951,0.322504
952,0.346515
953,0.296298
954,0.334482
955,0.382508
956,0.311052
957,0.273330
958,0.306966
959,0.401917
960,0.287253
961,0.293847
962,0.312135
963,0.360388
964,0.309218
965,0.315370
966,0.389441
967,0.448025
968,0.391553
969,0.423617
970,0.272406
971,0.313296
972,0.298093
973,0.320732
974,0.360029
975,0.286905
976,0.362470
977,0.266961
978,0.379291
979,0.340488
980,0.320014
981,0.248847
982,0.392749
983,0.308065
984,0.258582
985,0.320253
986,0.373183
987,0.291126
988,0.270008
989,0.269465
990,0.189454
991,0.332316
992,0.311229
993,0.679601
994,0.286361
995,0.269801
996,0.300611
997,0.331088
998,0.297759
999,0.284621
1000,0.259743
1001,0.337908
1002,0.264890
1003,0.339058
1004,0.201378
1005,0.340039
1006,0.331942
1007,0.333041
1008,0.358829
1009,0.299922
1010,0.482843
1011,0.412494
1012,0.350670
1013,0.357626
1014,0.409887
1015,0.318610
1016,0.316413
1017,0.284341
1018,0.440007
1019,0.411731
1020,0.304142
1021,0.340534
1022,0.356744
1023,0.390501
1024,0.313148
1025,0.304476
1026,0.351819
1027,0.371641
1028,0.334548
1029,0.280487
1030,0.273867
1031,0.364597
1032,0.318570
1033,0.249159
1034,0.294916
1035,0.305896
1036,0.333838
1037,0.287906
1038,0.254694
1039,0.254789
1040,0.299940
1041,0.317590
1042,0.204870
1043,0.349141
1044,0.379468
1045,0.250897
1046,0.341247
1047,0.282167
1048,0.310425
1049,0.385795
1050,0.310089
1051,0.238316
1052,0.398587
1053,0.303737
1054,0.383533
1055,0.282524
1056,0.240448
1057,0.291923
1058,0.345820
1059,0.327220
1060,0.314606
1061,0.197363
1062,0.266243
1063,0.331226
1064,0.264642
1066,0.243553
1067,0.320150
1068,0.344147
1069,0.330532
1070,0.332147
1071,0.327478
1072,0.306406
1073,0.289831
1074,0.401727
1075,0.370542
1076,0.412927
1077,0.289325
1078,0.397744
1079,0.306258
1080,0.270447
1081,0.233033
1082,0.268861
1083,0.262944
1084,0.378082
1085,0.252289
1086,0.338722
1087,0.406751
1088,0.265938
1089,0.318926
1090,0.186607
1091,0.266552
1092,0.198350
1093,0.361412
1094,0.178545
1095,0.339866
1096,0.285752
1097,0.293588
1098,0.364309
1099,0.337397
1100,0.335988
1101,0.251966
1102,0.306946
1103,0.245838
1104,0.312010
1105,0.346674
1106,0.242033
1107,0.307168
1108,0.313770
1109,0.339350
1110,0.375021
1111,0.300531
1112,0.230486
1113,0.271855
1114,0.307762
1115,0.275722
1116,0.417075
1117,0.184241
1118,0.259222
1119,0.360357
1120,0.473293
1121,0.242050
1122,0.340951
1123,0.280956
1124,0.519135
1125,0.397762
1126,0.284891
1127,0.312098
1128,0.307687
1129,0.296956
1130,0.372268
1131,0.307095
1132,0.379926
1133,0.168233
1134,0.306328
1135,0.315462
1136,0.387427
1137,0.366375
1138,0.333975
1139,0.250508
1140,0.294907
1141,0.241706
1142,0.346598
1143,0.260041
1144,0.387300
1145,0.318426
1146,0.320845
1147,0.374271
1148,0.243752
1149,0.351393
1150,0.317049
1151,0.320663
1152,0.406493
1153,0.373474
1154,0.367610
1155,0.328772
1156,0.250649
1157,0.339223
1158,0.296081
1159,0.263420
1160,0.309751
1161,0.437907
1162,0.404247
1163,0.313622
1164,0.375532
1165,0.367832
1166,0.308658
1167,0.441817
1168,0.338282
1169,0.287433
1170,0.404165
1171,0.371052
1172,0.368459
1173,0.367505
1174,0.306344
1175,0.253074
1176,0.292511
1177,0.444350
1178,0.258280
1179,0.218632
1180,0.413581
1181,0.320383
1182,0.314837
1183,0.552831
1184,0.613734
1185,0.331186
1186,0.272065
1187,0.388492
1188,0.271953
1189,0.442281
1190,0.338902
1191,0.247003
1192,0.323592
1193,0.361111
1194,0.350531
1195,0.342688
1196,0.260886
1197,0.308031
1198,0.375544
1199,0.327882
