step,loss
332,0.379416
333,0.267609
334,0.484949
335,0.289918
336,0.304100
337,0.340623
338,0.187251
339,0.252488
340,0.278362
341,0.319913
342,0.306564
343,0.293555
344,0.320837
345,0.308437
346,0.393940
347,0.380409
348,0.345654
349,0.339522
350,0.393899
351,0.258696
352,0.246874
353,0.188198
354,0.282791
355,0.377743
356,0.374659
357,0.326694
358,0.349498
359,0.315067
360,0.262700
361,0.333445
362,0.401032
363,0.264845
364,0.307072
365,0.320345
366,0.343352
367,0.237585
368,0.297480
369,0.255421
370,0.297653
371,0.392016
372,0.238419
373,0.238140
374,0.360855
375,0.267061
376,0.243800
377,0.354907
378,0.398575
379,0.307768
380,0.317971
381,0.280898
382,0.376808
383,0.301302
384,0.256482
385,0.347022
386,0.227615
387,0.350698
388,0.310580
389,0.291055
390,0.194856
391,0.289186
392,0.337187
393,0.288967
394,0.254350
395,0.315612
396,0.260098
397,0.212366
398,0.264742
399,0.274496
400,0.291019
401,0.370733
402,0.241362
403,0.333111
404,0.278928
405,0.326155
406,0.296635
407,0.268140
408,0.373178
409,0.296275
410,0.346591
411,0.340945
412,0.249158
413,0.243579
414,0.306363
415,0.255302
416,0.288648
417,0.369894
418,0.206212
419,0.335640
420,0.261005
421,0.307431
422,0.375497
423,0.254793
424,0.259078
425,0.254515
426,0.246175
427,0.351443
428,0.278777
429,0.106684
430,0.271174
431,0.261180
432,0.170701
433,0.209650
434,0.303434
435,0.281547
436,0.301227
437,0.315779
438,0.269584
439,0.270242
440,0.230375
441,0.236854
442,0.187063
443,0.287042
444,0.267024
445,0.316230
446,0.220515
447,0.223117
448,0.287715
449,0.297014
450,0.170354
451,0.290779
452,0.239845
453,0.212882
454,0.255998
455,0.263525
456,0.303537
457,0.162365
458,0.231870
459,0.318707
460,0.224522
461,0.197241
462,0.244110
463,0.279132
464,0.322226
465,0.288459
466,0.316592
467,0.148344
468,0.225581
469,0.189360
470,0.323978
471,0.366700
472,0.226053
473,0.250237
474,0.183908
475,0.203584
476,0.271430
477,0.292687
478,0.296593
479,0.340583
480,0.292372
481,0.319926
482,0.210995
483,0.201854
484,0.165980
485,0.185251
486,0.205767
487,0.232566
488,0.286204
489,0.308065
490,0.211120
491,0.292588
492,0.262704
493,0.272621
494,0.133136
495,0.435361
496,0.313766
497,0.183812
498,0.278964
499,0.300012
500,0.278402
501,0.242237
502,0.395138
503,0.303568
504,0.222608
505,0.231841
506,0.214631
507,0.268762
508,0.236327
509,0.201134
510,0.293710
511,0.309701
512,0.380964
513,0.246101
514,0.277691
515,0.258315
516,0.240203
517,0.213056
518,0.248093
519,0.319406
520,0.163748
521,0.304183
522,0.232376
523,0.212196
524,0.237712
525,0.328460
526,0.128682
527,0.107300
528,0.266472
529,0.330145
530,0.308799
531,0.290618
532,0.363869
533,0.315430
534,0.343527
535,0.306901
536,0.244064
537,0.209167
538,0.318743
539,0.242417
540,0.273533
541,0.201323
542,0.262099
543,0.183456
544,0.244766
545,0.153346
546,0.176803
547,0.205104
548,0.195365
549,0.190013
550,0.287596
551,0.294785
552,0.304467
553,0.158549
554,0.291419
555,0.283528
556,0.240153
557,0.291580
558,0.388743
559,0.208629
560,0.309584
561,0.210302
562,0.234181
563,0.224828
564,0.295614
565,0.322751
566,0.324323
567,0.128912
568,0.269122
569,0.259898
570,0.236512
571,0.188719
572,0.250076
573,0.156031
574,0.203061
575,0.246160
576,0.228077
577,0.251205
578,0.176926
579,0.167412
580,0.236925
581,0.291614
582,0.265795
583,0.191450
584,0.218619
585,0.137705
586,0.207275
587,0.271539
588,0.081279
589,0.380381
590,0.172810
591,0.287730
592,0.220606
593,0.270313
594,0.242809
595,0.241758
596,0.207815
597,0.357925
598,0.292018
599,0.280634
600,0.169580
601,0.278957
602,0.242735
603,0.275817
604,0.245667
605,0.221215
606,0.220166
607,0.161950
608,0.281535
609,0.351115
610,0.125023
611,0.182116
612,0.347169
613,0.176346
614,0.259985
615,0.157938
616,0.230126
617,0.245081
618,0.270833
619,0.185276
620,0.146540
621,0.355935
622,0.230234
623,0.320032
624,0.241458
625,0.225166
626,0.270138
627,0.190539
628,0.197368
629,0.291494
630,0.283087
631,0.147772
632,0.135349
633,0.178375
634,0.414343
635,0.224995
636,0.115470
637,0.271078
638,0.271583
639,0.234647
640,0.257837
641,0.230492
642,0.169790
643,0.200985
644,0.350307
645,0.325374
646,0.124840
647,0.188232
648,0.202983
649,0.255164
650,0.220902
651,0.356493
652,0.190456
653,0.218846
654,0.330170
655,0.247799
656,0.275397
657,0.218312
658,0.217891
659,0.322691
660,0.206380
661,0.164531
662,0.232663
663,0.206661
664,0.177017
665,0.183072
666,0.285989
667,0.230494
668,0.123480
669,0.308429
670,0.196573
671,0.116617
672,0.192100
673,0.109697
674,0.213090
675,0.295671
676,0.149960
677,0.330138
678,0.144766
679,0.154898
680,0.191816
681,0.123384
682,0.278932
683,0.120845
684,0.173021
685,0.149921
686,0.222273
687,0.264936
688,0.263491
689,0.079423
690,0.249100
691,0.166059
692,0.316110
693,0.158553
694,0.086227
695,0.271160
696,0.224250
697,0.242104
698,0.300640
699,0.140243
700,0.246694
701,0.186406
702,0.234541
703,0.147445
704,0.271532
705,0.283257
706,0.253686
707,0.226548
708,0.217031
709,0.315273
710,0.200522
711,0.231431
712,0.264310
713,0.211951
714,0.166561
715,0.191041
716,0.215419
717,0.230576
718,0.189622
719,0.247732
720,0.134137
721,0.300022
722,0.117730
723,0.270186
724,0.356922
725,0.225302
726,0.278531
727,0.052959
728,0.295006
729,0.250093
730,0.277948
731,0.313315
732,0.179917
733,0.269872
734,0.250737
735,0.281308
736,0.205644
737,0.235176
738,0.163451
739,0.265716
740,0.184556
741,0.176746
742,0.233311
743,0.257843
744,0.158624
745,0.133356
746,0.129445
747,0.232735
748,0.286207
749,0.124883
750,0.259871
751,0.214964
752,0.207246
753,0.274338
754,0.264944
755,0.067495
756,0.232594
757,0.254059
758,0.145175
759,0.285800
760,0.229088
761,0.323720
762,0.185178
763,0.298395
764,0.267044
765,0.132525
766,0.081973
767,0.272795
768,0.113103
769,0.236874
770,0.206934
771,0.219782
772,0.176642
773,0.128916
774,0.324310
775,0.229727
776,0.255861
777,0.161491
778,0.226538
779,0.249971
780,0.291542
781,0.283150
782,0.291243
783,0.282013
784,0.125053
785,0.218918
786,0.089248
787,0.269125
788,0.168476
789,0.240759
790,0.183704
791,0.153483
792,0.350010
793,0.256512
794,0.358805
795,0.209895
796,0.150981
797,0.286837
798,0.096972
799,0.301066
